0.272043,0.0169551,0.00171363
0.544363,0.0333307,-0.00143941
0.705386,0.0251211,-0.00512465
0.971372,0.0332932,-0.0087623
1.18,0.023074,0.00307144
1.38256,0.0299803,0.001337
1.61797,0.0423856,-0.00678732
1.77946,0.0455652,-0.0101365
2.14144,0.145069,-0.0328771
2.27962,0.13067,-0.018266
2.43353,0.127661,-0.0171235
2.59392,0.124851,-0.0177833
2.65242,0.13481,-0.0174417
2.75886,0.137815,-0.0156135
2.86266,0.135501,-0.0179426
2.98137,0.143851,-0.0147074
3.0711,0.143234,-0.0133575
3.17876,0.159542,-0.015813
3.29043,0.157605,-0.0163245
3.41225,0.174711,-0.0165525
3.50492,0.175245,-0.0164436
3.22436,0.0847474,-0.00459513
3.71224,0.190731,-0.0174647
3.52171,0.118505,-0.0105322
3.92391,0.208554,-0.0261476
3.92913,0.203526,-0.0192175
3.69632,0.12241,-0.0135602
3.75264,0.118693,-0.0124774
3.81625,0.139358,-0.00994492
3.87871,0.142793,-0.0104942
3.93118,0.157113,-0.0104049
3.72422,0.0980744,0.00288785
3.63508,0.0661535,0.0143474
3.62755,0.0558972,0.0145409
3.66428,0.0569922,0.0197316
3.70878,0.0561991,0.0202889
3.75727,0.0560197,0.0202998
3.81306,0.0530261,0.024645
3.85401,0.0567797,0.0229092
3.93225,0.0453836,0.0255885
4.01034,0.0379964,0.0285497
4.0665,0.0376043,0.0276642
4.13025,0.0325233,0.0356274
4.21276,0.0241424,0.0390121
4.29633,0.0173984,0.0443041
4.38699,0.00496396,0.0509237
4.43225,0.0124974,0.0482239
4.67009,-0.0484827,0.0829076
4.55211,0.0171501,0.0437419
5.83484,0.0423208,0.0522291
4.66276,0.0285614,0.0437369
4.7949,0.0058206,0.0540117
5.04534,-0.00373363,0.0594225
5.38488,0.0227976,0.0614703
5.68466,0.0405912,0.058543
5.99376,0.0431933,0.0601966
6.32675,0.0521421,0.0622497
6.6372,0.0399089,0.0708019
7.09788,0.0888591,0.0676014
7.50142,0.108465,0.0630178
7.9354,0.139793,0.061954
8.42502,0.1824,0.0522623
8.26081,0.0891771,0.0852015
8.84874,0.152796,0.0780118
9.26101,0.165374,0.0739018
9.63358,0.176593,0.0760443
10.0265,0.194555,0.0779746
10.4228,0.200065,0.0779698
10.7322,0.181555,0.0823687
11.1823,0.226072,0.0722291
11.5906,0.235586,0.0752413
11.9742,0.230358,0.0724306
12.3503,0.250293,0.0796758
12.696,0.242657,0.0803967
13.1222,0.262301,0.0807271
13.5155,0.270962,0.0803915
13.8338,0.286434,0.078767
14.2391,0.29004,0.0806603
14.6505,0.307599,0.0829146
14.9931,0.314412,0.0874041
15.2139,0.264859,0.103392
15.5334,0.245151,0.109524
15.7461,0.17684,0.125117
16.0621,0.157356,0.134342
16.5672,0.22127,0.127087
16.9237,0.217625,0.129929
17.2209,0.179371,0.149648
17.6896,0.2201,0.138751
18.1149,0.247303,0.137232
