0.010808	-0.00650507	0.00637578
0.0337342	-0.015376	0.00830296
0.0568491	-0.0243077	0.00870708
0.067253	-0.0224128	0.00989683
0.068137	-0.0312524	0.00185848
0.0454841	-0.00978166	0.00260197
0.059203	-0.0229375	0.0132147
0.202337	-0.072023	0.0257294
0.00378745	0.000937945	0.00575344
0.0247174	-0.0071475	0.0057239
0.0304548	-0.00772244	0.00701148
0.0267084	-0.0020875	0.00502535
0.038639	-0.00245022	0.00586463
0.0531252	-0.00337418	0.0069459
0.0731363	-0.00187929	0.00704232
0.0955661	-0.00154551	0.00684244
0.118959	-0.00272887	0.00781392
0.144696	-0.00340157	0.00855408
0.165935	0.000263892	0.0103762
0.188141	-0.000981729	0.0106709
0.206223	-0.00188339	0.0123802
0.220315	-0.000871081	0.0133338
0.225691	-0.00202111	0.0120027
0.224502	-0.00189516	0.0121843
0.221943	-0.000945661	0.00974793
0.223394	0.000615541	0.011331
0.225818	0.000423916	0.0126952
0.224869	-0.000601467	0.0109302
0.224867	0.000449661	0.0120776
0.228417	0.000467047	0.0100291
0.234721	0.000665084	0.00972948
0.24545	0.00117059	0.0107913
0.259582	0.00151382	0.0114614
0.277979	0.00162116	0.0121751
0.299657	0.00257619	0.0121001
0.323813	0.00195519	0.0127008
0.35108	0.00112663	0.013142
0.382266	0.000129335	0.0142949
0.420235	0.00181743	0.0137389
0.458521	0.00103308	0.014557
0.52186	-0.00673169	0.0190816
0.567734	-0.00744438	0.018618
0.596513	-0.000602186	0.0168003
0.652118	-0.00094077	0.0149033
0.71885	0.000832185	0.0132742
0.802804	0.00257212	0.0134937
0.907918	0.0072315	0.00721218
1.03305	0.0125413	0.0110362
1.19229	0.0168726	0.0119777
1.39302	-0.00567707	0.0221993
1.60571	0.0162567	0.0151533
1.8456	0.0203475	0.019349
2.12851	0.00641865	0.0307331
2.39435	0.0150719	0.033181
2.67659	0.0261412	0.0370732
2.78914	0.140987	0.0278761
3.26083	0.0457044	0.0481534
3.54196	0.0255545	0.0654111
3.80598	0.0575304	0.0488091
4.06562	0.0706801	0.0461346
4.36349	0.0765702	0.050063
4.64787	0.0875695	0.0494366
4.91574	0.103662	0.0517986
5.23029	0.108196	0.0558311
5.58909	0.113356	0.0589361
5.87909	0.130152	0.0603667
6.24927	0.143454	0.0584754
6.65403	0.143612	0.0789676
7.03276	0.168735	0.0725357
7.45733	0.182527	0.07509
7.94834	0.209389	0.0852947
8.42776	0.237723	0.0785423
8.9189	0.256102	0.0760524
9.45493	0.274114	0.0736562
10.0051	0.294347	0.0587625
10.6122	0.328678	0.042273
11.3326	0.360402	0.0468833
11.9226	0.391097	0.0250885
12.5771	0.415663	0.0402379
13.2685	0.434525	0.0437032
13.9144	0.42579	0.0361008
14.6487	0.458685	0.0488367
15.4055	0.444622	0.0600412
16.1443	0.456604	0.0523257
16.9211	0.469394	0.0421612
17.6504	0.49185	0.0385472
18.4159	0.511629	0.024348
19.2339	0.547206	0.00360727
19.9598	0.566105	-0.0101454
20.7508	0.601141	-0.0260129
21.6253	0.633608	-0.0306746
22.4736	0.668934	-0.0328794
23.9226	0.547569	0.0117064
24.8163	0.501744	0.0371866
25.8587	0.504314	0.0579114
26.5629	0.570625	0.0104513
27.3979	0.599649	-0.000610828
28.1873	0.667572	-0.0187321
29.1794	0.647188	-0.00758123
30.2252	0.637184	0.00712824
31.1045	0.684967	-0.0142412
32.0332	0.683566	-0.00854349
34.5441	0.63271	-0.0529633
33.9937	0.72374	0.0283675
34.8095	0.772807	0.0330162
35.9005	0.797118	0.0118737
36.4536	0.846197	0.0166576
37.5307	0.881878	0.0324824
38.5792	0.932519	0.0616236
39.6616	0.955867	0.0572138
40.6714	1.00151	0.0639324
41.6934	1.02866	0.0670154
42.7335	1.04117	0.0601444
43.4244	1.10693	0.0598321
44.307	1.15179	0.0563917
45.163	1.19627	0.0544195
46.0122	1.22968	0.0598021
46.8314	1.27164	0.0762062
47.6494	1.30022	0.0751754
48.6201	1.31724	0.0858626
49.1786	1.37757	0.0684404
50.2105	1.37846	0.0817671
50.9936	1.41299	0.0833597
51.8596	1.43834	0.0854435
52.6974	1.46478	0.0854092
53.5628	1.48523	0.085515
54.441	1.49973	0.0744457
55.2941	1.50896	0.0691071
56.021	1.5303	0.0682559
56.9524	1.55612	0.0629449
57.7301	1.58135	0.0625305
58.4916	1.61949	0.0437124
59.3468	1.63648	0.0232165
60.1539	1.67354	0.0148998
60.9803	1.70676	0.0159167
61.8153	1.72623	0.00527191
62.5801	1.76133	-0.00225687
63.3556	1.79889	-0.0145795
64.2937	1.86384	-0.00182629
65.1382	1.91833	0.00944233
65.7954	1.95224	0.00226784
66.6995	2.00417	0.0169086
67.5235	2.05132	0.00189352
68.343	2.10775	0.0151873
69.2295	2.16422	0.0032177
69.9668	2.19472	0.0138454
70.7971	2.21304	0.00890827
71.8868	2.35096	0.0415497
72.3992	2.28604	0.0207124
73.3842	2.39264	0.0429878
74.1042	2.39451	0.0389252
74.8424	2.4319	0.0566216
75.6933	2.47838	0.0636606
76.5125	2.50123	0.0741234
77.2663	2.53891	0.0964541
77.9562	2.58527	0.0967274
78.6055	2.58008	0.0600395
79.4491	2.64295	0.102653
80.134	2.67061	0.109581
80.807	2.69549	0.127189
81.4194	2.71424	0.119465
82.1677	2.76531	0.131283
82.7746	2.80535	0.148989
83.312	2.79214	0.126269
84.0247	2.83484	0.152327
84.5761	2.83437	0.164492
85.1145	2.86335	0.168366
85.5858	2.8674	0.165997
86.2313	2.88787	0.186168
86.7174	2.88946	0.184467
87.2718	2.89245	0.18269
87.7779	2.90164	0.182411
88.2947	2.90445	0.185992
88.7447	2.9107	0.186649
89.3217	2.91749	0.194279
89.8352	2.91937	0.197581
90.3255	2.92755	0.196176
90.7984	2.93914	0.205774
91.3462	2.93059	0.211683
91.896	2.9794	0.210076
92.372	2.95242	0.213288
92.834	2.97669	0.194068
93.3952	2.99903	0.215971
93.9281	2.98242	0.23737
94.3979	3.0224	0.239135
95.0088	2.98935	0.245583
95.5976	2.99774	0.25843
96.1265	3.01363	0.255908
96.6297	3.01185	0.273186
97.3358	2.95206	0.304258
97.6732	3.01478	0.290001
98.392	3.04269	0.318466
98.8337	2.9866	0.335522
99.6017	3.05547	0.32793
100.252	3.05721	0.325607
100.91	3.06315	0.315402
101.519	3.09993	0.336913
102.315	3.03876	0.361279
103.12	3.01344	0.330864
103.909	3.04376	0.391375
104.553	3.09488	0.378408
105.512	3.02319	0.383595
106.29	2.97148	0.414776
106.918	3.00572	0.389588
107.754	3.00212	0.398884
108.614	2.94129	0.419052
109.284	2.97296	0.412886
110.034	2.96458	0.427402
110.423	2.97853	0.409254
111.209	3.00242	0.396906
112.018	2.93548	0.428134
112.683	2.92092	0.425519
113.413	2.91457	0.416608
113.959	2.87014	0.374814
114.658	2.89578	0.393364
115.361	2.90637	0.410557
116.096	2.88105	0.404549
116.707	2.8987	0.416143
117.347	2.88183	0.42314
117.782	2.91126	0.405151
118.613	2.96634	0.391366
119.251	2.90102	0.419503
119.851	2.87305	0.42371
120.394	2.88957	0.421901
