0.384485,-0.0267403,-0.00507705
0.706924,0.0199263,0.00130153
1.06154,0.0662723,-0.00973221
1.39497,0.0908887,-0.0150078
1.71624,0.125859,-0.0182208
2.00779,0.176464,-0.0278977
2.36274,0.182629,-0.0370876
2.60067,0.146275,-0.0536315
2.98817,0.308433,-0.0286548
3.27529,0.361823,-0.0657789
3.5899,0.403878,-0.0759349
3.91977,0.481032,-0.0940778
4.25342,0.517758,-0.0868638
4.57687,0.600789,-0.100481
4.85624,0.677065,-0.110019
5.16419,0.739302,-0.11665
5.4466,0.838391,-0.0954471
5.71704,0.90719,-0.0863335
6.05572,1.02178,-0.0575391
6.50818,1.0463,-0.14156
6.7696,1.18245,-0.129298
7.19119,1.2974,-0.141354
7.4052,1.39743,-0.12468
7.84698,1.55873,-0.140474
8.06253,1.63797,-0.165207
8.42823,1.74919,-0.152927
8.89226,1.97227,-0.164353
9.20129,2.08571,-0.195087
9.51141,2.18799,-0.245748
9.82157,2.32044,-0.270618
10.1211,2.43996,-0.23595
10.4,2.58721,-0.210782
10.7254,2.74611,-0.235296
11.0497,2.88909,-0.293366
11.4218,3.05365,-0.308041
11.7923,3.26916,-0.313588
12.0799,3.41861,-0.340194
12.4374,3.58651,-0.33787
12.7662,3.80176,-0.342902
13.0675,3.96455,-0.37219
13.5366,4.23571,-0.412905
13.7522,4.35862,-0.448613
14.0811,4.6315,-0.397017
14.4391,4.906,-0.363471
14.8083,5.16712,-0.379667
15.1501,5.41798,-0.402545
